product_smiles,reactant_smiles,rxn_smiles,reactant_iupac,product_iupac
COC(=O)c1cc(-c2c(Br)cnn2C)c(C)s1,COC(=O)c1cc(-c2ccnn2C)c(C)s1.O=C1CCC(=O)N1Br,[CH3:9][c:10]1[c:11](-[c:19]2[cH:20][cH:21][n:22][n:23]2[CH3:24])[cH:12][c:13]([C:15](=[O:16])[O:17][CH3:18])[s:14]1.[O:1]=[C:2]1[N:3]([Br:8])[C:4](=[O:5])[CH2:6][CH2:7]1>>[Br:8][c:20]1[c:19](-[c:11]2[c:10]([CH3:9])[s:14][c:13]([C:15](=[O:16])[O:17][CH3:18])[cH:12]2)[n:23]([CH3:24])[n:22][cH:21]1,"methyl 5-methyl-4-(2-methylpyrazol-3-yl)thiophene-2-carboxylate|1-bromopyrrolidine-2,5-dione",methyl 4-(4-bromo-2-methylpyrazol-3-yl)-5-methylthiophene-2-carboxylate
Ic1ccc(CN2CCOCC2)cc1,BrCc1ccc(I)cc1.C1COCCN1,[Br:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([I:9])[cH:7][cH:8]1.[CH2:10]1[CH2:11][O:12][CH2:13][CH2:14][NH:15]1>>[CH2:2]([c:3]1[cH:4][cH:5][c:6]([I:9])[cH:7][cH:8]1)[N:15]1[CH2:10][CH2:11][O:12][CH2:13][CH2:14]1,1-(bromomethyl)-4-iodobenzene|morpholine,4-[(4-iodophenyl)methyl]morpholine
COC(=O)C1(C=O)CCC(C)(C)CC1,COC(=O)C1(C(=O)OC)CCC(C)(C)CC1,[CH3:1][C:2]1([CH3:16])[CH2:3][CH2:4][C:5]([C:8](=[O:9])[O:10][CH3:11])([C:12](=[O:13])[O:14][CH3:15])[CH2:6][CH2:7]1>>[CH3:1][C:2]1([CH3:16])[CH2:3][CH2:4][C:5]([C:8](=[O:9])[O:10][CH3:11])([CH:12]=[O:13])[CH2:6][CH2:7]1,"dimethyl 4,4-dimethylcyclohexane-1,1-dicarboxylate","methyl 1-formyl-4,4-dimethylcyclohexane-1-carboxylate"
CCc1cccc(CC)c1CCl,CCc1cccc(CC)c1CO.O=S(Cl)Cl,[CH2:1]([CH3:2])[c:3]1[c:4]([CH2:11][OH:12])[c:5]([CH2:9][CH3:10])[cH:6][cH:7][cH:8]1.[S:20]([Cl:21])([Cl:22])=[O:23]>>[CH2:1]([CH3:2])[c:3]1[c:4]([CH2:11][Cl:22])[c:5]([CH2:9][CH3:10])[cH:6][cH:7][cH:8]1,"(2,6-diethylphenyl)methanol|thionyl dichloride","2-(chloromethyl)-1,3-diethylbenzene"
CCOC(=O)N1CCN(C(=CN(C)C)C(=O)OC)CC1,CCOC(=O)N1CCN(CC(=O)OC)CC1.COC(OC)N(C)C,[CH2:1]([CH3:2])[O:3][C:4](=[O:5])[N:6]1[CH2:7][CH2:8][N:9]([CH2:12][C:13](=[O:14])[O:15][CH3:16])[CH2:10][CH2:11]1.[CH3:17][O:18][CH:19]([N:20]([CH3:21])[CH3:22])[O:23][CH3:24]>>[CH2:1]([CH3:2])[O:3][C:4](=[O:5])[N:6]1[CH2:7][CH2:8][N:9]([C:12]([C:13](=[O:14])[O:15][CH3:16])=[CH:19][N:20]([CH3:21])[CH3:22])[CH2:10][CH2:11]1,"ethyl 4-(2-methoxy-2-oxoethyl)piperazine-1-carboxylate|1,1-dimethoxy-N,N-dimethylmethanamine",ethyl 4-[1-(dimethylamino)-3-methoxy-3-oxoprop-1-en-2-yl]piperazine-1-carboxylate
O=C(O)c1csc(CO)c1,O=Cc1cc(C(=O)O)cs1,[CH:3](=[O:4])[c:5]1[cH:6][c:7]([C:10](=[O:11])[OH:12])[cH:8][s:9]1>>[CH2:3]([OH:4])[c:5]1[cH:6][c:7]([C:10](=[O:11])[OH:12])[cH:8][s:9]1,5-formylthiophene-3-carboxylic acid,5-(hydroxymethyl)thiophene-3-carboxylic acid
CCOCc1ccc(Br)cc1,OCc1ccc(Br)cc1.CCI,[Br:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][OH:7])[cH:8][cH:9]1.[I:12][CH2:13][CH3:14]>>[Br:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][O:7][CH2:13][CH3:14])[cH:8][cH:9]1,(4-bromophenyl)methanol|iodoethane,1-bromo-4-(ethoxymethyl)benzene
Cn1c(=O)c2c(Br)[nH]nc2n(CC2CC2)c1=O,O=C1CCC(=O)N1Br.Cn1c(=O)c2c[nH]nc2n(CC2CC2)c1=O,[Br:17][N:18]1[C:19](=[O:20])[CH2:21][CH2:22][C:23]1=[O:24].[CH:1]1([CH2:4][n:5]2[c:6](=[O:16])[n:7]([CH3:15])[c:8](=[O:14])[c:9]3[c:10]2[n:11][nH:12][cH:13]3)[CH2:2][CH2:3]1>>[CH:1]1([CH2:4][n:5]2[c:6](=[O:16])[n:7]([CH3:15])[c:8](=[O:14])[c:9]3[c:10]2[n:11][nH:12][c:13]3[Br:17])[CH2:2][CH2:3]1,"1-bromopyrrolidine-2,5-dione|7-(cyclopropylmethyl)-5-methyl-1H-pyrazolo[3,4-d]pyrimidine-4,6-dione","3-bromo-7-(cyclopropylmethyl)-5-methyl-2H-pyrazolo[3,4-d]pyrimidine-4,6-dione"
COC(=O)Nc1c(F)cc(Cl)c2oc(C)cc12,COC(=O)Cl.Cc1cc2c(N)c(F)cc(Cl)c2o1,[C:25]([O:26][CH3:27])(=[O:28])[Cl:29].[NH2:1][c:2]1[c:3]([F:13])[cH:4][c:5]([Cl:12])[c:6]2[o:7][c:8]([CH3:11])[cH:9][c:10]12>>[NH:1]([c:2]1[c:3]([F:13])[cH:4][c:5]([Cl:12])[c:6]2[o:7][c:8]([CH3:11])[cH:9][c:10]12)[C:25]([O:26][CH3:27])=[O:28],methyl carbonochloridate|7-chloro-5-fluoro-2-methyl-1-benzofuran-4-amine,methyl N-(7-chloro-5-fluoro-2-methyl-1-benzofuran-4-yl)carbamate
C=Cc1ccnc2ccc(C#N)cc12,N#Cc1ccc2nccc(Br)c2c1.C=C[Sn](CCCC)(CCCC)CCCC,[Br:1][c:2]1[cH:3][cH:4][n:5][c:6]2[cH:7][cH:8][c:9]([C:12]#[N:13])[cH:10][c:11]12.[CH:14](=[CH2:15])[Sn:16]([CH2:17][CH2:18][CH2:19][CH3:20])([CH2:21][CH2:22][CH2:23][CH3:24])[CH2:25][CH2:26][CH2:27][CH3:28]>>[c:2]1([CH:14]=[CH2:15])[cH:3][cH:4][n:5][c:6]2[cH:7][cH:8][c:9]([C:12]#[N:13])[cH:10][c:11]12,4-bromoquinoline-6-carbonitrile|tributyl(ethenyl)stannane,4-ethenylquinoline-6-carbonitrile
O=C1Nc2ccccc2C1C(=O)c1cccnc1,CCOC(=O)c1cccnc1.O=C1Cc2ccccc2N1,[C:12]([c:13]1[cH:14][n:15][cH:16][cH:17][cH:18]1)(=[O:19])[O:20][CH2:21][CH3:22].[NH:2]1[C:3](=[O:11])[CH2:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]21>>[NH:2]1[C:3](=[O:11])[CH:4]([C:12]([c:13]2[cH:14][n:15][cH:16][cH:17][cH:18]2)=[O:19])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]21,"ethyl pyridine-3-carboxylate|1,3-dihydroindol-2-one","3-(pyridine-3-carbonyl)-1,3-dihydroindol-2-one"
CC1(C)NS(=O)(=O)c2cc([N+](=O)[O-])ccc21,CC1(C)NS(=O)(=O)c2ccccc21.O=[N+]([O-])[O-],[CH3:1][C:2]1([CH3:13])[NH:3][S:4](=[O:11])(=[O:12])[c:5]2[c:6]1[cH:7][cH:8][cH:9][cH:10]2.[N+:14](=[O:15])([O-:16])[O-:17]>>[CH3:1][C:2]1([CH3:13])[NH:3][S:4](=[O:11])(=[O:12])[c:5]2[c:6]1[cH:7][cH:8][c:9]([N+:14](=[O:15])[O-:16])[cH:10]2,"3,3-dimethyl-2H-1,2-benzothiazole 1,1-dioxide|nitrate","3,3-dimethyl-6-nitro-2H-1,2-benzothiazole 1,1-dioxide"
O=C(O)c1cccnc1Br,Cc1cccnc1Br.O=[Mn](=O)(=O)[O-].[OH-],[Br:7][c:8]1[n:9][cH:10][cH:11][cH:12][c:13]1[CH3:14].[Mn:1](=[O:2])([O-:3])(=[O:4])=[O:5].[OH-:15]>>[OH:2][C:14]([c:13]1[c:8]([Br:7])[n:9][cH:10][cH:11][cH:12]1)=[O:15],2-bromo-3-methylpyridine|permanganate|hydroxide,2-bromopyridine-3-carboxylic acid
CCOC(=O)Nc1cc(C)ns1,CCOC(=O)Cl.Cc1cc(N)sn1,[Cl:9][C:10](=[O:11])[O:12][CH2:13][CH3:14].[NH2:2][c:3]1[cH:4][c:5]([CH3:8])[n:6][s:7]1>>[NH:2]([c:3]1[cH:4][c:5]([CH3:8])[n:6][s:7]1)[C:10](=[O:11])[O:12][CH2:13][CH3:14],"ethyl carbonochloridate|3-methyl-1,2-thiazol-5-amine","ethyl N-(3-methyl-1,2-thiazol-5-yl)carbamate"
Brc1cccc(Cc2ccccc2)n1,CCOc1cccc(Cc2ccccc2)n1.O=P(Br)(Br)Br,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[n:9][c:10]([O:14][CH2:15][CH3:16])[cH:11][cH:12][cH:13]1.[P:17]([Br:18])([Br:19])([Br:20])=[O:21]>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[n:9][c:10]([Br:19])[cH:11][cH:12][cH:13]1,2-benzyl-6-ethoxypyridine|O=P(Br)(Br)Br,2-benzyl-6-bromopyridine
COCCOc1cc(F)cc(CC#N)c1OCCOC,COCCOc1cc(F)cc(CCl)c1OCCOC.N#C[K],[Cl:1][CH2:2][c:3]1[c:4]([O:15][CH2:16][CH2:17][O:18][CH3:19])[c:5]([O:10][CH2:11][CH2:12][O:13][CH3:14])[cH:6][c:7]([F:9])[cH:8]1.[K:20][C:21]#[N:22]>>[CH2:2]([c:3]1[c:4]([O:15][CH2:16][CH2:17][O:18][CH3:19])[c:5]([O:10][CH2:11][CH2:12][O:13][CH3:14])[cH:6][c:7]([F:9])[cH:8]1)[C:21]#[N:22],"1-(chloromethyl)-5-fluoro-2,3-bis(2-methoxyethoxy)benzene|potassium;cyanide","2-[5-fluoro-2,3-bis(2-methoxyethoxy)phenyl]acetonitrile"
C=C(C)C(=O)OC(C)OC(=O)OC,COC(=O)OC(C)Cl.C=C(C)C(=O)O,[C:13]([O:14][CH3:15])([O:16][CH:17]([CH3:18])[Cl:19])=[O:20].[CH3:7][C:8](=[CH2:9])[C:10]([OH:11])=[O:12]>>[CH3:7][C:8](=[CH2:9])[C:10](=[O:11])[O:12][CH:17]([O:16][C:13]([O:14][CH3:15])=[O:20])[CH3:18],1-chloroethyl methyl carbonate|2-methylprop-2-enoic acid,1-methoxycarbonyloxyethyl 2-methylprop-2-enoate
CCOC(=O)CNc1ncc(Br)nc1Br,CCOC(=O)CCl.Nc1ncc(Br)nc1Br,[Cl:16][CH2:17][C:18](=[O:19])[O:20][CH2:21][CH3:22].[NH2:1][c:2]1[n:3][cH:4][c:5]([Br:9])[n:6][c:7]1[Br:8]>>[NH:1]([c:2]1[n:3][cH:4][c:5]([Br:9])[n:6][c:7]1[Br:8])[CH2:17][C:18](=[O:19])[O:20][CH2:21][CH3:22],"ethyl 2-chloroacetate|3,5-dibromopyrazin-2-amine","ethyl 2-[(3,5-dibromopyrazin-2-yl)amino]acetate"
COC(=O)c1ccc(N)c(C(N)=O)c1,COC(=O)c1ccc([N+](=O)[O-])c(C(N)=O)c1,[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([N+:14]([O-:15])=[O:16])[c:9]([C:10](=[O:11])[NH2:12])[cH:13]1>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([NH2:14])[c:9]([C:10](=[O:11])[NH2:12])[cH:13]1,methyl 3-carbamoyl-4-nitrobenzoate,methyl 4-amino-3-carbamoylbenzoate
CCCCCC1CCC(c2cccc(F)c2)CC1,CCCCCC1CC=C(c2cccc(F)c2)CC1,[F:1][c:2]1[cH:3][c:4]([C:8]2=[CH:9][CH2:10][CH:11]([CH2:14][CH2:15][CH2:16][CH2:17][CH3:18])[CH2:12][CH2:13]2)[cH:5][cH:6][cH:7]1>>[F:1][c:2]1[cH:3][c:4]([CH:8]2[CH2:9][CH2:10][CH:11]([CH2:14][CH2:15][CH2:16][CH2:17][CH3:18])[CH2:12][CH2:13]2)[cH:5][cH:6][cH:7]1,1-fluoro-3-(4-pentylcyclohexen-1-yl)benzene,1-fluoro-3-(4-pentylcyclohexyl)benzene
CCOC(=O)CC(C(C)=O)C(C)=O,CCOC(=O)CBr.CC(=O)CC(C)=O,[CH2:10]([CH3:11])[O:12][C:13]([CH2:14][Br:15])=[O:16].[CH3:1][C:2](=[O:3])[CH2:4][C:5]([CH3:6])=[O:7]>>[CH3:1][C:2](=[O:3])[CH:4]([C:5]([CH3:6])=[O:7])[CH2:14][C:13]([O:12][CH2:10][CH3:11])=[O:16],"ethyl 2-bromoacetate|pentane-2,4-dione",ethyl 3-acetyl-4-oxopentanoate
CC(C)(C)C(=O)Nc1ccccn1,CC(C)(C)C(=O)Cl.Nc1ccccn1,[C:1]([C:2]([CH3:3])([CH3:4])[CH3:5])(=[O:6])[Cl:7].[NH2:8][c:9]1[n:10][cH:11][cH:12][cH:13][cH:14]1>>[C:1]([C:2]([CH3:3])([CH3:4])[CH3:5])(=[O:6])[NH:8][c:9]1[n:10][cH:11][cH:12][cH:13][cH:14]1,"2,2-dimethylpropanoyl chloride|pyridin-2-amine","2,2-dimethyl-N-pyridin-2-ylpropanamide"
O=C1Nc2ccccc2C1CCO,OCCO.O=C1Cc2ccccc2N1,[CH2:11]([CH2:12][OH:13])[OH:14].[NH:1]1[C:2](=[O:10])[CH2:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]21>>[NH:1]1[C:2](=[O:10])[CH:3]([CH2:11][CH2:12][OH:13])[c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]21,"ethane-1,2-diol|1,3-dihydroindol-2-one","3-(2-hydroxyethyl)-1,3-dihydroindol-2-one"
[Mg+]c1ccccc1Cl,Clc1ccccc1Br.[Mg],[Br:3][c:4]1[c:5]([Cl:10])[cH:6][cH:7][cH:8][cH:9]1.[Mg:1]>>[Mg+:1][c:4]1[c:5]([Cl:10])[cH:6][cH:7][cH:8][cH:9]1,1-bromo-2-chlorobenzene|magnesium,[Mg+]c1ccccc1Cl
CSc1nc2cc(S(N)(=O)=O)ccc2o1,O=C([O-])[O-].NS(=O)(=O)c1ccc2oc(S)nc2c1,[O-:17][C:18]([O-:19])=[O:20].[SH:1][c:2]1[o:3][c:4]2[c:5]([n:6]1)[cH:7][c:8]([S:11](=[O:12])(=[O:13])[NH2:14])[cH:9][cH:10]2>>[S:1]([c:2]1[o:3][c:4]2[c:5]([n:6]1)[cH:7][c:8]([S:11](=[O:12])(=[O:13])[NH2:14])[cH:9][cH:10]2)[CH3:18],"carbonate|2-sulfanylidene-3H-1,3-benzoxazole-5-sulfonamide","2-methylsulfanyl-1,3-benzoxazole-5-sulfonamide"
O=Cc1ccc(-c2ccc(O)cc2)c2ccoc12,COc1ccc(-c2ccc(C=O)c3occc23)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:9]2[cH:10][cH:11][c:12]([CH:18]=[O:19])[c:13]3[c:14]2[cH:15][cH:16][o:17]3)[cH:7][cH:8]1>>[OH:2][c:3]1[cH:4][cH:5][c:6](-[c:9]2[cH:10][cH:11][c:12]([CH:18]=[O:19])[c:13]3[c:14]2[cH:15][cH:16][o:17]3)[cH:7][cH:8]1,4-(4-methoxyphenyl)-1-benzofuran-7-carbaldehyde,4-(4-hydroxyphenyl)-1-benzofuran-7-carbaldehyde
CN(C)C(=O)n1cnc(SCc2ccccc2)n1,c1ccc(CSc2nc[nH]n2)cc1.CN(C)C(=O)Cl,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[S:8][c:9]1[n:10][nH:11][cH:12][n:13]1.[CH3:14][N:15]([C:16](=[O:17])[Cl:18])[CH3:19]>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[S:8][c:9]1[n:10][n:11]([C:16]([N:15]([CH3:14])[CH3:19])=[O:17])[cH:12][n:13]1,"5-benzylsulfanyl-1H-1,2,4-triazole|N,N-dimethylcarbamoyl chloride","3-benzylsulfanyl-N,N-dimethyl-1,2,4-triazole-1-carboxamide"
COc1cccc(NC2CCCCC2)c1,COc1cccc(N)c1.O=C1CCCCC1,[CH3:3][O:4][c:5]1[cH:6][c:7]([NH2:11])[cH:8][cH:9][cH:10]1.[O:12]=[C:13]1[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]1>>[CH3:3][O:4][c:5]1[cH:6][c:7]([NH:11][CH:13]2[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]2)[cH:8][cH:9][cH:10]1,3-methoxyaniline|cyclohexanone,N-cyclohexyl-3-methoxyaniline
C=C(Cl)CSc1cc(N)c(F)cc1Cl,C=C(Cl)CCl.Nc1cc(S)c(Cl)cc1F,[Cl:11][C:12](=[CH2:13])[CH2:14][Cl:15].[NH2:1][c:2]1[c:3]([F:10])[cH:4][c:5]([Cl:9])[c:6]([SH:8])[cH:7]1>>[NH2:1][c:2]1[c:3]([F:10])[cH:4][c:5]([Cl:9])[c:6]([S:8][CH2:14][C:12]([Cl:11])=[CH2:13])[cH:7]1,"2,3-dichloroprop-1-ene|5-amino-2-chloro-4-fluorobenzenethiol",4-chloro-5-(2-chloroprop-2-enylsulfanyl)-2-fluoroaniline
CCN(CC)C(=O)c1ccccc1OC(F)(F)F,CCNCC.O=C(O)c1ccccc1OC(F)(F)F,[CH2:26]([CH3:27])[NH:28][CH2:29][CH3:30].[F:1][C:2]([O:3][c:4]1[c:5]([C:6](=[O:7])[OH:8])[cH:9][cH:10][cH:11][cH:12]1)([F:13])[F:14]>>[F:1][C:2]([O:3][c:4]1[c:5]([C:6](=[O:8])[N:28]([CH2:26][CH3:27])[CH2:29][CH3:30])[cH:9][cH:10][cH:11][cH:12]1)([F:13])[F:14],N-ethylethanamine|2-(trifluoromethoxy)benzoic acid,"N,N-diethyl-2-(trifluoromethoxy)benzamide"
C#CCCCOS(C)(=O)=O,C#CCCCO.CS(=O)(=O)Cl,[CH2:1]([CH2:2][CH2:3][C:4]#[CH:5])[OH:6].[CH3:7][S:8]([Cl:9])(=[O:10])=[O:11]>>[CH2:1]([CH2:2][CH2:3][C:4]#[CH:5])[O:6][S:8]([CH3:7])(=[O:10])=[O:11],pent-4-yn-1-ol|methanesulfonyl chloride,pent-4-ynyl methanesulfonate
CC(O)C1C=CCCCCC1,BrC1C=CCCCCC1.CC=O,[Br:1][CH:2]1[CH:3]=[CH:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9]1.[CH:15]([CH3:16])=[O:17]>>[CH:2]1([CH:15]([CH3:16])[OH:17])[CH:3]=[CH:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9]1,3-bromocyclooctene|acetaldehyde,1-cyclooct-2-en-1-ylethanol
CCOc1ccccc1F,CCI.Oc1ccccc1F,[CH2:9]([CH3:10])[I:11].[F:1][c:2]1[c:3]([OH:8])[cH:4][cH:5][cH:6][cH:7]1>>[F:1][c:2]1[c:3]([O:8][CH2:9][CH3:10])[cH:4][cH:5][cH:6][cH:7]1,iodoethane|2-fluorophenol,1-ethoxy-2-fluorobenzene
CC(C)(C)C#Cc1nccs1,Brc1nccs1.C#CC(C)(C)C,[Br:20][c:21]1[s:22][cH:23][cH:24][n:25]1.[CH3:33][C:34]([C:35]#[CH:36])([CH3:37])[CH3:38]>>[c:21]1([C:36]#[C:35][C:34]([CH3:33])([CH3:37])[CH3:38])[s:22][cH:23][cH:24][n:25]1,"2-bromo-1,3-thiazole|3,3-dimethylbut-1-yne","2-(3,3-dimethylbut-1-ynyl)-1,3-thiazole"
CN(C)C1(Cc2ccccc2)CCC(=O)CC1,CN(C)C1(Cc2ccccc2)CCC2(CC1)OCCO2,[CH2:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[C:9]1([N:19]([CH3:20])[CH3:21])[CH2:10][CH2:11][C:12]2([O:13][CH2:16][CH2:15][O:14]2)[CH2:17][CH2:18]1>>[CH2:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[C:9]1([N:19]([CH3:20])[CH3:21])[CH2:10][CH2:11][C:12](=[O:13])[CH2:17][CH2:18]1,"8-benzyl-N,N-dimethyl-1,4-dioxaspiro[4.5]decan-8-amine",4-benzyl-4-(dimethylamino)cyclohexan-1-one
O=C=NS(=O)(=O)c1cccc2c1COC2,CCCCN=C=O.NS(=O)(=O)c1cccc2c1COC2,[CH2:14]([N:15]=[C:19]=[O:20])[CH2:16][CH2:17][CH3:18].[CH2:1]1[O:2][CH2:3][c:4]2[c:5]1[cH:6][cH:7][cH:8][c:9]2[S:10](=[O:11])(=[O:12])[NH2:13]>>[CH2:1]1[O:2][CH2:3][c:4]2[c:5]1[cH:6][cH:7][cH:8][c:9]2[S:10](=[O:11])(=[O:12])[N:13]=[C:19]=[O:20],"1-isocyanatobutane|1,3-dihydro-2-benzofuran-4-sulfonamide","N-(oxomethylidene)-1,3-dihydro-2-benzofuran-4-sulfonamide"
Nc1ccc(-c2ccccc2Cl)cc1O,O=[N+]([O-])c1ccc(-c2ccccc2Cl)cc1O,[N+:1]([O-:2])(=[O:3])[c:4]1[c:5]([OH:17])[cH:6][c:7](-[c:10]2[c:11]([Cl:16])[cH:12][cH:13][cH:14][cH:15]2)[cH:8][cH:9]1>>[NH2:1][c:4]1[c:5]([OH:17])[cH:6][c:7](-[c:10]2[c:11]([Cl:16])[cH:12][cH:13][cH:14][cH:15]2)[cH:8][cH:9]1,5-(2-chlorophenyl)-2-nitrophenol,2-amino-5-(2-chlorophenyl)phenol
CCOC(=O)N1CCN(Cc2cc(Cl)ccc2Cl)CC1,CCOC(=O)N1CCNCC1.ClCc1cc(Cl)ccc1Cl,[CH2:1]([CH3:2])[O:3][C:4](=[O:5])[N:6]1[CH2:7][CH2:8][NH:9][CH2:10][CH2:11]1.[Cl:18][c:19]1[c:20]([CH2:21][Cl:22])[cH:23][c:24]([Cl:27])[cH:25][cH:26]1>>[CH2:1]([CH3:2])[O:3][C:4](=[O:5])[N:6]1[CH2:7][CH2:8][N:9]([CH2:21][c:20]2[c:19]([Cl:18])[cH:26][cH:25][c:24]([Cl:27])[cH:23]2)[CH2:10][CH2:11]1,"ethyl piperazine-1-carboxylate|1,4-dichloro-2-(chloromethyl)benzene","ethyl 4-[(2,5-dichlorophenyl)methyl]piperazine-1-carboxylate"
CC(C)c1cc(S(N)(=O)=O)c(C(C)C)cc1CC#N,CC(C)c1cc(S(N)(=O)=O)c(C(C)C)cc1CBr.N#C[Na],[Br:1][CH2:2][c:3]1[cH:4][c:5]([CH:16]([CH3:17])[CH3:18])[c:6]([S:12](=[O:13])(=[O:14])[NH2:15])[cH:7][c:8]1[CH:9]([CH3:10])[CH3:11].[Na:23][C:24]#[N:25]>>[CH2:2]([c:3]1[cH:4][c:5]([CH:16]([CH3:17])[CH3:18])[c:6]([S:12](=[O:13])(=[O:14])[NH2:15])[cH:7][c:8]1[CH:9]([CH3:10])[CH3:11])[C:24]#[N:25],"4-(bromomethyl)-2,5-di(propan-2-yl)benzenesulfonamide|sodium;cyanide","4-(cyanomethyl)-2,5-di(propan-2-yl)benzenesulfonamide"
BrCC1Cc2ccccc2O1,CC(=O)Oc1ccccc1CC(Br)CBr,[C:1](=[O:3])([O:4][c:5]1[c:6]([CH2:11][CH:12]([Br:2])[CH2:13][Br:14])[cH:7][cH:8][cH:9][cH:10]1)[CH3:15]>>[O:4]1[c:5]2[c:6]([cH:7][cH:8][cH:9][cH:10]2)[CH2:11][CH:12]1[CH2:13][Br:14],"[2-(2,3-dibromopropyl)phenyl] acetate","2-(bromomethyl)-2,3-dihydro-1-benzofuran"
CC(C)(C)OC(=O)N(CCCO)C1CCCC1,CC(C)(C)OC(=O)N(CCC(=O)[O-])C1CCCC1,[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]([CH2:9][CH2:10][C:11](=[O:12])[O-:13])[CH:14]1[CH2:15][CH2:16][CH2:17][CH2:18]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]([CH2:9][CH2:10][CH2:11][OH:12])[CH:14]1[CH2:15][CH2:16][CH2:17][CH2:18]1,3-[cyclopentyl-[(2-methylpropan-2-yl)oxycarbonyl]amino]propanoate,tert-butyl N-cyclopentyl-N-(3-hydroxypropyl)carbamate
CC(=O)c1cc2c(c(CO)c1O)CCCC2,CC(=O)c1cc2c(c(CCl)c1O)CCCC2.[OH-],[C:1]([CH3:2])(=[O:3])[c:4]1[c:5]([OH:16])[c:6]([CH2:14][Cl:15])[c:7]2[c:12]([cH:13]1)[CH2:11][CH2:10][CH2:9][CH2:8]2.[OH-:17]>>[C:1]([CH3:2])(=[O:3])[c:4]1[c:5]([OH:16])[c:6]([CH2:14][OH:17])[c:7]2[c:12]([cH:13]1)[CH2:11][CH2:10][CH2:9][CH2:8]2,"1-[4-(chloromethyl)-3-hydroxy-5,6,7,8-tetrahydronaphthalen-2-yl]ethanone|hydroxide","1-[3-hydroxy-4-(hydroxymethyl)-5,6,7,8-tetrahydronaphthalen-2-yl]ethanone"
NCC1(c2ccccc2)CC1,NC(=O)C1(c2ccccc2)CC1,[c:1]1([C:7]2([C:10](=[O:11])[NH2:12])[CH2:8][CH2:9]2)[cH:2][cH:3][cH:4][cH:5][cH:6]1>>[c:1]1([C:7]2([CH2:10][NH2:12])[CH2:8][CH2:9]2)[cH:2][cH:3][cH:4][cH:5][cH:6]1,1-phenylcyclopropane-1-carboxamide,(1-phenylcyclopropyl)methanamine
CC(Nc1ccc2ncsc2c1)C(C)C(=O)O,CC=C(C)C(=O)O.Nc1ccc2ncsc2c1,[CH3:11][C:12]([C:13](=[O:14])[OH:15])=[CH:16][CH3:17].[s:1]1[cH:2][n:3][c:4]2[c:5]1[cH:6][c:7]([NH2:10])[cH:8][cH:9]2>>[s:1]1[cH:2][n:3][c:4]2[c:5]1[cH:6][c:7]([NH:10][CH:16]([CH:12]([CH3:11])[C:13](=[O:14])[OH:15])[CH3:17])[cH:8][cH:9]2,"2-methylbut-2-enoic acid|1,3-benzothiazol-6-amine","3-(1,3-benzothiazol-6-ylamino)-2-methylbutanoic acid"
OCCC1OCc2cc(Cl)ccc21,O=C(O)CC1OCc2cc(Cl)ccc21,[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:13][cH:14]1)[CH:6]([CH2:9][C:10](=[O:11])[OH:12])[O:7][CH2:8]2>>[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:13][cH:14]1)[CH:6]([CH2:9][CH2:10][OH:11])[O:7][CH2:8]2,"2-(5-chloro-1,3-dihydro-2-benzofuran-1-yl)acetic acid","2-(5-chloro-1,3-dihydro-2-benzofuran-1-yl)ethanol"
Clc1cc(Cl)c(Cl)nc1Cl,Clc1nc(Cl)c(Cl)c(Cl)c1Cl,[Cl:1][c:2]1[c:3]([Cl:11])[c:4]([Cl:10])[c:5]([Cl:9])[c:6]([Cl:8])[n:7]1>>[Cl:1][c:2]1[c:3]([Cl:11])[cH:4][c:5]([Cl:9])[c:6]([Cl:8])[n:7]1,"2,3,4,5,6-pentachloropyridine","2,3,5,6-tetrachloropyridine"
