reactant_smiles,reactant_iupac,product_smiles,product_iupac,reagent_smiles,solvent_smiles,catalyst_smiles
NC1CN(c2ncc(C(F)(F)F)cc2Cl)C1.CC(C)(C)OC(=O)NC1CN(c2ccccn2)C1,1-[3-chloro-5-(trifluoromethyl)pyridin-2-yl]azetidin-3-amine|tert-butyl N-(1-pyridin-2-ylazetidin-3-yl)carbamate,NC1CN(c2ccccn2)C1,1-pyridin-2-ylazetidin-3-amine,,,
CC#N.CN(C)c1ccc(CCOS(C)(=O)=O)cc1.[I-].OCC1CCCN1.[Na+].[Na+].[Na+].O=C([O-])[O-],acetonitrile|2-[4-(dimethylamino)phenyl]ethyl methanesulfonate|iodide|pyrrolidin-2-ylmethanol|sodium(1+)|sodium(1+)|sodium(1+)|carbonate,CN(C)c1ccc(CCN2CCCC2CO)cc1,[1-[2-[4-(dimethylamino)phenyl]ethyl]pyrrolidin-2-yl]methanol,,,
CCl.C=CC(=O)NCC(C)(C)CN(C)C.O,"chloromethane|N-[3-(dimethylamino)-2,2-dimethylpropyl]prop-2-enamide|oxidane",C=CC(=O)NCC(C)(C)C[N+](C)(C)C.[Cl-],"[2,2-dimethyl-3-(prop-2-enoylamino)propyl]-trimethylazanium|chloride",,,
CS(C)=O.CNCCCN(C)C.Cl.O=[N+]([O-])c1ccc(F)cc1.[K+].[OH-].O,"methylsulfinylmethane|N,N',N'-trimethylpropane-1,3-diamine|chlorane|1-fluoro-4-nitrobenzene|potassium(1+)|hydroxide|oxidane",CN(C)CCCN(C)c1ccc([N+](=O)[O-])cc1,"N,N,N'-trimethyl-N'-(4-nitrophenyl)propane-1,3-diamine",,,
[Br-].[Li]CCCC.CCOC(C)=O.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.Cc1ccccc1.Cl.COc1ccc(F)c(C=O)c1O,bromide|lithium;butane|ethyl acetate|methyl(triphenyl)phosphanium|toluene|chlorane|6-fluoro-2-hydroxy-3-methoxybenzaldehyde,C=Cc1c(F)ccc(OC)c1O,2-ethenyl-3-fluoro-6-methoxyphenol,,,
Oc1cccc(Br)c1.COCCl,3-bromophenol|chloro(methoxy)methane,COCOc1cccc(Br)c1,1-bromo-3-(methoxymethoxy)benzene,,,
CC(=O)O.CC(=O)C1=C(C)C=CCC1(C)C.C.CC=O,"acetic acid|1-(2,6,6-trimethylcyclohexa-1,3-dien-1-yl)ethanone|methane|acetaldehyde",CC1=C(C(=O)CC(C)O)C(C)(C)CC=C1,"3-hydroxy-1-(2,6,6-trimethylcyclohexa-1,3-dien-1-yl)butan-1-one",,,
F[B-](F)(F)F.CC#CCC1CCCCC(=O)N1.C[O+](C)C,tetrafluoroborate|7-but-2-ynylazepan-2-one|trimethyloxidanium,CC#CCC1CCCCC(OC)=N1,"2-but-2-ynyl-7-methoxy-3,4,5,6-tetrahydro-2H-azepine",,,
CCO.[Ca+2].[Cl-].[Cl-].Nc1cc(F)c(F)cc1[N+](=O)[O-].Nc1ccc(F)cc1N.O,"ethanol|calcium(2+)|chloride|chloride|4,5-difluoro-2-nitroaniline|4-fluorobenzene-1,2-diamine|oxidane",Nc1cc(F)c(F)cc1N,"4,5-difluorobenzene-1,2-diamine",,,
CC1C(O)c2cc(O)ccc2OC1c1ccccc1.Oc1ccc2c(c1)CCC(c1cccc(F)c1)O2,"3-methyl-2-phenyl-3,4-dihydro-2H-chromene-4,6-diol|2-(3-fluorophenyl)-3,4-dihydro-2H-chromen-6-ol",CC1Cc2cc(O)ccc2OC1c1ccccc1,"3-methyl-2-phenyl-3,4-dihydro-2H-chromen-6-ol",,,
O=C([O-])O.CSc1nc2ccc(O)cc2s1.CN1CCCC1=O.O=C1CCC(=O)N1Cl.[Na+],"hydrogen carbonate|2-methylsulfanyl-1,3-benzothiazol-6-ol|1-methylpyrrolidin-2-one|1-chloropyrrolidine-2,5-dione|sodium(1+)",CSc1nc2ccc(O)c(Cl)c2s1,"7-chloro-2-methylsulfanyl-1,3-benzothiazol-6-ol",,,
O=C([O-])O.CCCCO.NC1CCOCC1.Nc1nc(Cl)c(N)c(Cl)n1.[Na+],"hydrogen carbonate|butan-1-ol|oxan-4-amine|4,6-dichloropyrimidine-2,5-diamine|sodium(1+)",Nc1nc(Cl)c(N)c(NC2CCOCC2)n1,"6-chloro-4-N-(oxan-4-yl)pyrimidine-2,4,5-triamine",,,
[Ag+].CC(C)(C)[Si](C)(C)Cl.C1CCOC1.OCCCCCl.O=[N+]([O-])[O-].c1ccncc1,silver(1+)|tert-butyl-chloro-dimethylsilane|oxolane|4-chlorobutan-1-ol|nitrate|pyridine,CC(C)(C)[Si](C)(C)OCCCCCl,tert-butyl-(4-chlorobutoxy)-dimethylsilane,,,
CSC(C)c1ccc(C(F)(F)F)nc1.CC#N.[O-]Cl.N#CN.[Na+].[Na+].[Na+].O.O=S([O-])S(=O)(=O)[O-],5-(1-methylsulfanylethyl)-2-(trifluoromethyl)pyridine|acetonitrile|hypochlorite|cyanamide|sodium(1+)|sodium(1+)|sodium(1+)|oxidane|O=S([O-])S(=O)(=O)[O-],CC(c1ccc(C(F)(F)F)nc1)S(C)=NC#N,[methyl-[1-[6-(trifluoromethyl)pyridin-3-yl]ethyl]-lambda4-sulfanylidene]cyanamide,,,
CC(=O)O.Nc1ccc(S(=O)(=O)C(I)I)cc1.O=C1C=CC(=O)O1,"acetic acid|4-(diiodomethylsulfonyl)aniline|furan-2,5-dione",O=C1C=CC(=O)N1c1ccc(S(=O)(=O)C(I)I)cc1,"1-[4-(diiodomethylsulfonyl)phenyl]pyrrole-2,5-dione",,,
N#Cc1cccc2c(=O)cc[nH]c12.O=P(Cl)(Cl)Cl,4-oxo-1H-quinoline-8-carbonitrile|phosphoryl trichloride,N#Cc1cccc2c(Cl)ccnc12,4-chloroquinoline-8-carbonitrile,,,
CN(C)C=O.Nc1ccc(C=O)cc1.O=S(=O)(O)O,"N,N-dimethylformamide|4-aminobenzaldehyde|sulfuric acid",O=Cc1ccc(O)cc1,4-hydroxybenzaldehyde,,,
CCC1C(NC(=O)OC(C)(C)C)C(=O)N1OC.[Cl-].N.[NH4+].[Na],tert-butyl N-(2-ethyl-1-methoxy-4-oxoazetidin-3-yl)carbamate|chloride|azane|azanium|sodium,CCC1NC(=O)C1NC(=O)OC(C)(C)C,tert-butyl N-(2-ethyl-4-oxoazetidin-3-yl)carbamate,,,
COc1ccc(C(C)(C)C#N)cc1Br.C1CCOC1.Cl,2-(3-bromo-4-methoxyphenyl)-2-methylpropanenitrile|oxolane|chlorane,COc1ccc(C(C)(C)C=O)cc1Br,2-(3-bromo-4-methoxyphenyl)-2-methylpropanal,,,
Brc1ccccc1.CCOC(=O)c1c(O)cc(C)n(C)c1=O.Cc1nc(N)n[nH]1,"bromobenzene|ethyl 4-hydroxy-1,6-dimethyl-2-oxopyridine-3-carboxylate|5-methyl-1H-1,2,4-triazol-3-amine",Cc1nc(NC(=O)c2c(O)cc(C)n(C)c2=O)n[nH]1,"4-hydroxy-1,6-dimethyl-N-(5-methyl-1H-1,2,4-triazol-3-yl)-2-oxopyridine-3-carboxamide",,,
BrCCCBr.N#Cc1cc(F)c(O)c(F)c1.[K+].[K+].O=C([O-])[O-].CN(C)C=O,"1,3-dibromopropane|3,5-difluoro-4-hydroxybenzonitrile|potassium(1+)|potassium(1+)|carbonate|N,N-dimethylformamide",N#Cc1cc(F)c(OCCCBr)c(F)c1,"4-(3-bromopropoxy)-3,5-difluorobenzonitrile",,,
CN1CCNCC1.ClCCl.Nc1cc([N+](=O)[O-])ccc1C(=O)Cl,1-methylpiperazine|dichloromethane|2-amino-4-nitrobenzoyl chloride,CN1CCN(C(=O)c2ccc([N+](=O)[O-])cc2N)CC1,(2-amino-4-nitrophenyl)-(4-methylpiperazin-1-yl)methanone,,,
O=C([O-])[O-].CC(=O)Oc1ccc(F)c2ccccc12.CO.[K+].[K+].O,carbonate|(4-fluoronaphthalen-1-yl) acetate|methanol|potassium(1+)|potassium(1+)|oxidane,Oc1ccc(F)c2ccccc12,4-fluoronaphthalen-1-ol,,,
[Cl-].COC(=O)c1cnc(Cl)cn1.[Li+].CN(C)C=O,"chloride|methyl 5-chloropyrazine-2-carboxylate|lithium(1+)|N,N-dimethylformamide",O=C(O)c1cnc(Cl)cn1,5-chloropyrazine-2-carboxylic acid,,,
CN(C)C=O.COc1ccc(CCl)cc1.[N-]=[N+]=[N-].[Na+].O,"N,N-dimethylformamide|1-(chloromethyl)-4-methoxybenzene|azide|sodium(1+)|oxidane",COc1ccc(CN=[N+]=[N-])cc1,1-(azidomethyl)-4-methoxybenzene,,,
C1CCOC1.C[Si](C)(C)[N-][Si](C)(C)C.COC(=O)c1ccc(O)c(C=O)c1.Cl.[Li+],oxolane|bis(trimethylsilyl)azanide|methyl 3-formyl-4-hydroxybenzoate|chlorane|lithium(1+),C=Cc1cc(C(=O)OC)ccc1O,methyl 3-ethenyl-4-hydroxybenzoate,,,
CO.Cl.N=C(N)c1ccc(N)c([N+](=O)[O-])c1.[OH-].[OH-].[Pd+2],methanol|chlorane|4-amino-3-nitrobenzenecarboximidamide|hydroxide|hydroxide|palladium(2+),Cl.N=C(N)c1ccc(N)c(N)c1,"chlorane|3,4-diaminobenzenecarboximidamide",,,
CC(=O)O.CCC=O.Cl.O.O=C1C=C(O)C(=O)c2ccccc21,"acetic acid|propanal|chlorane|oxidane|4-hydroxynaphthalene-1,2-dione",CC=CC1=C(O)C(=O)c2ccccc2C1=O,"4-hydroxy-3-prop-1-enylnaphthalene-1,2-dione",,,
CC(=O)N1CCC(=O)NCc2ccccc21.[Na+].[OH-].O=[N+]([O-])O.O=S(=O)(O)O,"1-acetyl-2,3,5,6-tetrahydro-1,5-benzodiazocin-4-one|sodium(1+)|hydroxide|nitric acid|sulfuric acid",CC(=O)N1CCC(=O)NCc2cc([N+](=O)[O-])ccc21,"1-acetyl-8-nitro-2,3,5,6-tetrahydro-1,5-benzodiazocin-4-one",,,
CC[N+](CC)(CC)Cc1ccccc1.C=C(C)c1ccccc1.ClC(Cl)Cl.[Cl-].Cl.[Na+].[OH-].O,benzyl(triethyl)azanium|prop-1-en-2-ylbenzene|chloroform|chloride|chlorane|sodium(1+)|hydroxide|oxidane,CC1(c2ccccc2)CC1(Cl)Cl,"(2,2-dichloro-1-methylcyclopropyl)benzene",,,
CCN(CC)CC.CS(=O)(=O)Cl.ClCCl.CCOC(=O)C(O)CCc1ccccc1,"N,N-diethylethanamine|methanesulfonyl chloride|dichloromethane|ethyl 2-hydroxy-4-phenylbutanoate",CCOC(=O)C(CCc1ccccc1)OS(C)(=O)=O,ethyl 2-methylsulfonyloxy-4-phenylbutanoate,,,
Cc1ccccc1.O=C(O)C1(C(=O)O)CCOCC1,"toluene|oxane-4,4-dicarboxylic acid",O=C(O)C1CCOCC1,oxane-4-carboxylic acid,,,
[BH4-].COCCOC.COC(=O)c1ccc(C(=O)[O-])cc1N.[Na+].[Na+].[OH-].O,"boranuide|1,2-dimethoxyethane|3-amino-4-methoxycarbonylbenzoate|sodium(1+)|sodium(1+)|hydroxide|oxidane",COC(=O)c1ccc(CO)cc1N,methyl 2-amino-4-(hydroxymethyl)benzoate,,,
COc1c([N+](=O)[O-])cc(Br)c2ccccc12.CN(C)C=O.CN,"4-bromo-1-methoxy-2-nitronaphthalene|N,N-dimethylformamide|methanamine",CNc1c([N+](=O)[O-])cc(Br)c2ccccc12,4-bromo-N-methyl-2-nitronaphthalen-1-amine,,,
CC(=O)OC1C(=O)NC1C=C(C)C.CC[Si](Cl)(CC)CC.CO.[K+].[K+].O=C([O-])[O-].c1c[nH]cn1,[2-(2-methylprop-1-enyl)-4-oxoazetidin-3-yl] acetate|chloro(triethyl)silane|methanol|potassium(1+)|potassium(1+)|carbonate|1H-imidazole,CC[Si](CC)(CC)OC1C(=O)NC1C=C(C)C,4-(2-methylprop-1-enyl)-3-triethylsilyloxyazetidin-2-one,,,
O=C([O-])[O-].ClCCl.CCCCCC.CCO.CC=O.[Cs+].[Cs+].N#CCc1cccnc1,carbonate|dichloromethane|hexane|ethanol|acetaldehyde|cesium(1+)|cesium(1+)|2-pyridin-3-ylacetonitrile,CC=C(C#N)c1cccnc1,2-pyridin-3-ylbut-2-enenitrile,,,
CC(C)C(=O)Cl.CC(C)(C)O.ClCCl.c1ccncc1,2-methylpropanoyl chloride|2-methylpropan-2-ol|dichloromethane|pyridine,CC(C)C(=O)OC(C)(C)C,tert-butyl 2-methylpropanoate,,,
C1CCOC1.COP(C)(=O)OC.[Li]CCCC.COC(=O)Cc1cccc(Cl)c1,oxolane|[methoxy(methyl)phosphoryl]oxymethane|lithium;butane|methyl 2-(3-chlorophenyl)acetate,COP(=O)(CC(=O)Cc1cccc(Cl)c1)OC,1-(3-chlorophenyl)-3-dimethoxyphosphorylpropan-2-one,,,
CCOP(C)C.CC=O.NC(N)=O.O=[PH3],ethoxy(dimethyl)phosphane|acetaldehyde|urea|oxophosphanium,CC(NC(N)=O)P(C)(C)=O,1-dimethylphosphorylethylurea,,,
CO.CON=C(C(=O)O)c1cccc(NC=O)n1.Cl,methanol|2-(6-formamidopyridin-2-yl)-2-methoxyiminoacetic acid|chlorane,Cl.CON=C(C(=O)O)c1cccc(N)n1,chlorane|2-(6-aminopyridin-2-yl)-2-methoxyiminoacetic acid,,,
Cl.O=N[O-].Nc1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1.NN.[Na+].O,chlorane|nitrite|6-amino-4-(trifluoromethyl)-1H-quinolin-2-one|hydrazine|sodium(1+)|oxidane,NNc1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,6-hydrazinyl-4-(trifluoromethyl)-1H-quinolin-2-one,,,
CC(=O)O.Cc1c(I)cc(Cl)cc1[N+](=O)[O-].[Na+].[OH-].O.O.Cl[Sn]Cl,acetic acid|5-chloro-1-iodo-2-methyl-3-nitrobenzene|sodium(1+)|hydroxide|oxidane|oxidane|dichlorotin,Cc1c(N)cc(Cl)cc1I,5-chloro-3-iodo-2-methylaniline,,,
CC(C)=O.Cl.COC(=O)CCCCN1CCCCC1.O,propan-2-one|chlorane|methyl 5-piperidin-1-ylpentanoate|oxidane,Cl.O=C(O)CCCCN1CCCCC1,chlorane|5-piperidin-1-ylpentanoic acid,,,
[Br-].CC[Mg+].C1CCOC1.Cc1ocnc1C#N.CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-].[Na+].[OH-].O.[Ti+4],"bromide|CC[Mg+]|oxolane|5-methyl-1,3-oxazole-4-carbonitrile|propan-2-olate|propan-2-olate|propan-2-olate|propan-2-olate|sodium(1+)|hydroxide|oxidane|titanium(4+)",Cc1ocnc1C1(N)CC1,"1-(5-methyl-1,3-oxazol-4-yl)cyclopropan-1-amine",,,
CSC1=NCCN1.CO.NC(c1ccccc1)c1ccc(Cl)cc1.I.[Na+].[OH-],"2-methylsulfanyl-4,5-dihydro-1H-imidazole|methanol|(4-chlorophenyl)-phenylmethanamine|iodane|sodium(1+)|hydroxide",Clc1ccc(C(N=C2NCCN2)c2ccccc2)cc1,"N-[(4-chlorophenyl)-phenylmethyl]-4,5-dihydro-1H-imidazol-2-amine",,,
C1CCOC1.COc1ccccc1.CCN(CC)CC.Nc1nc2c([nH]1)c(=O)n(CC1CC1)c(=O)n2CC1CC1.O=S(=O)(Cl)Cl,"oxolane|anisole|N,N-diethylethanamine|8-amino-1,3-bis(cyclopropylmethyl)-7H-purine-2,6-dione|sulfuryl dichloride",COc1ccc(S(=O)(=O)Cl)cc1,4-methoxybenzenesulfonyl chloride,,,
O=C([O-])[O-].CC(C)OC(C)C.Clc1cc(Cl)ncn1.O=[N+]([O-])c1ccc(O)c(F)c1.[K+].[K+].CN(C)C=O.O,"carbonate|2-propan-2-yloxypropane|4,6-dichloropyrimidine|2-fluoro-4-nitrophenol|potassium(1+)|potassium(1+)|N,N-dimethylformamide|oxidane",O=[N+]([O-])c1ccc(Oc2cc(Cl)ncn2)c(F)c1,4-chloro-6-(2-fluoro-4-nitrophenoxy)pyrimidine,,,
CC(=O)Cl.CCOC(=O)c1nnc2ccc(N)cc2c1O.c1ccncc1,acetyl chloride|ethyl 6-amino-4-oxo-1H-cinnoline-3-carboxylate|pyridine,CCOC(=O)c1nnc2ccc(NC(C)=O)cc2c1O,ethyl 6-acetamido-4-oxo-1H-cinnoline-3-carboxylate,,,
CCOC(C)=O.CO.[O-]Cl.CN=C(NC#N)NCCSCC(Cl)C(C)=O.[Na+],ethyl acetate|methanol|hypochlorite|1-[2-(2-chloro-3-oxobutyl)sulfanylethyl]-3-cyano-2-methylguanidine|sodium(1+),CN=C(NC#N)NCCSCC(Cl)(Cl)C(C)=O,"1-cyano-3-[2-(2,2-dichloro-3-oxobutyl)sulfanylethyl]-2-methylguanidine",,,
CCO.CC(=O)COc1ccccc1Cl.Cl.NO.[Na+].[OH-],ethanol|1-(2-chlorophenoxy)propan-2-one|chlorane|hydroxylamine|sodium(1+)|hydroxide,CC(COc1ccccc1Cl)=NO,N-[1-(2-chlorophenoxy)propan-2-ylidene]hydroxylamine,,,
CO.O=C1CC(c2c[nH]c3ccc(O)cc23)C(=O)N1,"methanol|3-(5-hydroxy-1H-indol-3-yl)pyrrolidine-2,5-dione",O=C1C=C(c2c[nH]c3ccc(O)cc23)C(=O)N1,"3-(5-hydroxy-1H-indol-3-yl)pyrrole-2,5-dione",,,
CO.COC(=O)C(C)(C)C1CCC(OC)CC1.Cl.[Li+].[OH-],methanol|methyl 2-(4-methoxycyclohexyl)-2-methylpropanoate|chlorane|lithium(1+)|hydroxide,COC1CCC(C(C)(C)C(=O)O)CC1,2-(4-methoxycyclohexyl)-2-methylpropanoic acid,,,
CCOCC.O=Cc1cccnc1.[Cl-].Fc1ccc(CCBr)cc1.[Mg].[NH4+].O,ethoxyethane|pyridine-3-carbaldehyde|chloride|1-(2-bromoethyl)-4-fluorobenzene|magnesium|azanium|oxidane,OC(CCc1ccc(F)cc1)c1cccnc1,3-(4-fluorophenyl)-1-pyridin-3-ylpropan-1-ol,,,
COc1ccc2c(c1)c1c(n2C)-c2cccnc2SC1.Cl.c1ccncc1,"13-methoxy-17-methyl-8-thia-6,17-diazatetracyclo[8.7.0.02,7.011,16]heptadeca-1(10),2(7),3,5,11(16),12,14-heptaene|chlorane|pyridine",Cn1c2c(c3cc(O)ccc31)CSc1ncccc1-2,"17-methyl-8-thia-6,17-diazatetracyclo[8.7.0.02,7.011,16]heptadeca-1(10),2(7),3,5,11(16),12,14-heptaen-13-ol",,,
CSC1=NCCS1.CCOCC.CO.Cl.OCc1cc2n(n1)CCNC2,"2-methylsulfanyl-4,5-dihydro-1,3-thiazole|ethoxyethane|methanol|chlorane|4,5,6,7-tetrahydropyrazolo[1,5-a]pyrazin-2-ylmethanol",OCc1cc2n(n1)CCN(C1=NCCS1)C2,"[5-(4,5-dihydro-1,3-thiazol-2-yl)-6,7-dihydro-4H-pyrazolo[1,5-a]pyrazin-2-yl]methanol",,,
O=C([O-])[O-].CI.[K+].[K+].O=[N+]([O-])c1ccc2c(c1)NCCC2.CN(C)C=O,"carbonate|iodomethane|potassium(1+)|potassium(1+)|7-nitro-1,2,3,4-tetrahydroquinoline|N,N-dimethylformamide",CN1CCCc2ccc([N+](=O)[O-])cc21,"1-methyl-7-nitro-3,4-dihydro-2H-quinoline",,,
CCO.CS(=O)(=O)O.COC(C)(C)C.NN.CSC1NCCCN1CCO,"ethanol|methanesulfonic acid|2-methoxy-2-methylpropane|hydrazine|2-(2-methylsulfanyl-1,3-diazinan-1-yl)ethanol",CS(=O)(=O)O.NNC1NCCCN1CCO,"methanesulfonic acid|2-(2-hydrazinyl-1,3-diazinan-1-yl)ethanol",,,
CC(=O)OC(C)=O.O=CO.Nc1cc2c(Oc3ccc(Cl)cc3)cncc2s1.Cl,"acetyl acetate|formic acid|4-(4-chlorophenoxy)thieno[2,3-c]pyridin-2-amine|chlorane",O=CNc1cc2c(Oc3ccc(Cl)cc3)cncc2s1,"N-[4-(4-chlorophenoxy)thieno[2,3-c]pyridin-2-yl]formamide",,,
O=C([O-])O.CCOC(C)=O.O=C(Cl)CCl.Cl.NC1CCc2ccccc2C1=O.[Na+].O,"hydrogen carbonate|ethyl acetate|2-chloroacetyl chloride|chlorane|2-amino-3,4-dihydro-2H-naphthalen-1-one|sodium(1+)|oxidane",O=C(CCl)NC1CCc2ccccc2C1=O,"2-chloro-N-(1-oxo-3,4-dihydro-2H-naphthalen-2-yl)acetamide",,,
CCOC(C)=O.[H][H].CCN(CC)S(=O)(=O)c1ccccc1[N+](=O)[O-],"ethyl acetate|molecular hydrogen|N,N-diethyl-2-nitrobenzenesulfonamide",CCN(CC)S(=O)(=O)c1ccccc1N,"2-amino-N,N-diethylbenzenesulfonamide",,,
CC(=O)OCC(=O)CCl.[N-]=[N+]=[N-].[Na+].C1CCOC1.O,(3-chloro-2-oxopropyl) acetate|azide|sodium(1+)|oxolane|oxidane,CC(=O)OCC(=O)CN=[N+]=[N-],(3-azido-2-oxopropyl) acetate,,,
[Br-].CC=CC=O.[Cl-].[NH4+].C1CCOC1.[Mg+]c1ccccc1,bromide|but-2-enal|chloride|azanium|oxolane|[Mg+]c1ccccc1,CC=CC(O)c1ccccc1,1-phenylbut-2-en-1-ol,,,
[Br-].CN(CCC(=O)Sc1ccccn1)C(=O)OC(C)(C)C.CC(C)C[Mg+].CC(C)CBr.[Cl-].[Mg].[NH4+].C1CCOC1,bromide|S-pyridin-2-yl 3-[methyl-[(2-methylpropan-2-yl)oxycarbonyl]amino]propanethioate|CC(C)C[Mg+]|1-bromo-2-methylpropane|chloride|magnesium|azanium|oxolane,CC(C)CC(=O)CCN(C)C(=O)OC(C)(C)C,tert-butyl N-methyl-N-(5-methyl-3-oxohexyl)carbamate,,,
B.CCN1CCC(=O)CC1.CO.CC(=O)O.Nc1ccc2[nH]ncc2c1.[Na+].O=C([O-])O.c1ccncc1,borane|1-ethylpiperidin-4-one|methanol|acetic acid|1H-indazol-5-amine|sodium(1+)|hydrogen carbonate|pyridine,CCN1CCC(Nc2ccc3[nH]ncc3c2)CC1,N-(1-ethylpiperidin-4-yl)-1H-indazol-5-amine,,,
N#CCBr.CCN(CC)C1CCNCC1,"2-bromoacetonitrile|N,N-diethylpiperidin-4-amine",CCN(CC)C1CCN(CC#N)CC1,2-[4-(diethylamino)piperidin-1-yl]acetonitrile,,,
CCO.NO.ON=CCCc1ccc2sc3ccccc3c2c1,ethanol|hydroxylamine|N-(3-dibenzothiophen-2-ylpropylidene)hydroxylamine,NCCCc1ccc2sc3ccccc3c2c1,3-dibenzothiophen-2-ylpropan-1-amine,,,
C1CCOC1.CCN(CC)CC.ClC(Cl)Cl.O=C(Cl)c1cccc(I)c1.COc1cccnc1N,"oxolane|N,N-diethylethanamine|chloroform|3-iodobenzoyl chloride|3-methoxypyridin-2-amine",COc1cccnc1NC(=O)c1cccc(I)c1,3-iodo-N-(3-methoxypyridin-2-yl)benzamide,,,
COC=O.CCCN(CCC)Cc1nc(CN)no1,"methyl formate|N-[[3-(aminomethyl)-1,2,4-oxadiazol-5-yl]methyl]-N-propylpropan-1-amine",CCCN(CCC)Cc1nc(CNC=O)no1,"N-[[5-[(dipropylamino)methyl]-1,2,4-oxadiazol-3-yl]methyl]formamide",,,
O=C(CBr)OCc1ccccc1.CC(C)(C)[O-].CCOC(C)=O.OC(CF)CF.[Na+].[Na+].O=C([O-])O.CN(C)C=O,"benzyl 2-bromoacetate|2-methylpropan-2-olate|ethyl acetate|1,3-difluoropropan-2-ol|sodium(1+)|sodium(1+)|hydrogen carbonate|N,N-dimethylformamide",O=C(COC(CF)CF)OCc1ccccc1,"benzyl 2-(1,3-difluoropropan-2-yloxy)acetate",,,
COc1c(C=O)cc(C(C)(C)C)cc1[N+](=O)[O-].O.OCCO.c1ccccc1,"5-tert-butyl-2-methoxy-3-nitrobenzaldehyde|oxidane|ethane-1,2-diol|benzene",COc1c(C2OCCO2)cc(C(C)(C)C)cc1[N+](=O)[O-],"2-(5-tert-butyl-2-methoxy-3-nitrophenyl)-1,3-dioxolane",,,
CC(C)(C)C(=O)OCC(F)(F)Br.CC#N.CCN(CC)CC.[Na+].[Na+].O.O=S([O-])S(=O)[O-],"(2-bromo-2,2-difluoroethyl) 2,2-dimethylpropanoate|acetonitrile|N,N-diethylethanamine|sodium(1+)|sodium(1+)|oxidane|O=S([O-])S(=O)[O-]",CC(C)(C)C(=O)OCC(F)(F)S(=O)[O-].CC[NH+](CC)CC,"2-(2,2-dimethylpropanoyloxy)-1,1-difluoroethanesulfinate|triethylazanium",,,
O=Cc1ccc(Br)cc1.O=C(O)CS(=O)(=O)Cc1ccc(Cl)cc1,4-bromobenzaldehyde|2-[(4-chlorophenyl)methylsulfonyl]acetic acid,O=S(=O)(C=Cc1ccc(Br)cc1)Cc1ccc(Cl)cc1,1-[2-(4-bromophenyl)ethenylsulfonylmethyl]-4-chlorobenzene,,,
CC(=O)O.CC(=O)OC(C)=O.O=[N+]([O-])c1cccc2cnc(O)cc12.c1ccncc1,acetic acid|acetyl acetate|5-nitro-2H-isoquinolin-3-one|pyridine,CC(=O)Oc1cc2c([N+](=O)[O-])cccc2cn1,(5-nitroisoquinolin-3-yl) acetate,,,
CO.O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl.O=C(O)COc1c[nH]c(CO)cc1=O.O,"methanol|1,3,5-trichloro-1,3,5-triazinane-2,4,6-trione|2-[[6-(hydroxymethyl)-4-oxo-1H-pyridin-3-yl]oxy]acetic acid|oxidane",O=C(O)COc1c[nH]c(CO)c(Cl)c1=O,2-[[5-chloro-6-(hydroxymethyl)-4-oxo-1H-pyridin-3-yl]oxy]acetic acid,,,
O=CO.Cc1cc(C=O)cnc1Cl.O.OO,formic acid|6-chloro-5-methylpyridine-3-carbaldehyde|oxidane|hydrogen peroxide,Cc1cc(C(=O)O)cnc1Cl,6-chloro-5-methylpyridine-3-carboxylic acid,,,
Cn1ncc([N+](=O)[O-])c1N1CCNC(C(F)(F)F)C1.CO.[Cl-].[NH4+].O.[Zn],1-(2-methyl-4-nitropyrazol-3-yl)-3-(trifluoromethyl)piperazine|methanol|chloride|azanium|oxidane|zinc,Cn1ncc(N)c1N1CCNC(C(F)(F)F)C1,1-methyl-5-[3-(trifluoromethyl)piperazin-1-yl]pyrazol-4-amine,,,
OCCBr.CC1(C)OB(c2cccc(N)c2)OC1(C)C.Cc1ccccc1.CCN(C(C)C)C(C)C,"2-bromoethanol|3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)aniline|toluene|N-ethyl-N-propan-2-ylpropan-2-amine",CC1(C)OB(c2cccc(NCCO)c2)OC1(C)C,"2-[3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)anilino]ethanol",,,
CO.Nc1cccc(C(=O)O)c1F.O=S(Cl)Cl,methanol|3-amino-2-fluorobenzoic acid|thionyl dichloride,COC(=O)c1cccc(N)c1F,methyl 3-amino-2-fluorobenzoate,,,
[BH4-].O=Cc1ccncc1Br.CO.[Na+],boranuide|3-bromopyridine-4-carbaldehyde|methanol|sodium(1+),OCc1ccncc1Br,(3-bromopyridin-4-yl)methanol,,,
CCC1(COCc2ccccc2)COC(C)(C)OC1.CO.O,"5-ethyl-2,2-dimethyl-5-(phenylmethoxymethyl)-1,3-dioxane|methanol|oxidane",CCC(CO)(CO)COCc1ccccc1,"2-ethyl-2-(phenylmethoxymethyl)propane-1,3-diol",,,
